Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Sademäärä (mm),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Kastepistelämpötila (degC),Näkyvyys (m),Tuulen suunta (deg),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2020,1,9,23:00,UTC,5,1010,0,93,0,0,-1.1,-2.1,30810,266,5.7,3.8
2020,1,10,00:00,UTC,7,1010.1,0,93,0,0,-1.4,-2.4,31510,274,5.2,3.8
2020,1,10,01:00,UTC,0,1010.2,0,94,0,0,-1.7,-2.5,23540,300,3.2,2.4
2020,1,10,02:00,UTC,7,1010.5,0,96,0,0,-2.2,-2.7,18830,273,3.6,2.6
2020,1,10,03:00,UTC,1,1010.7,0,97,0,0,-2.1,-2.5,19680,284,4.2,3.4
2020,1,10,04:00,UTC,1,1010.5,0,97,0,0,-2.6,-3.1,17420,322,3.2,2.4
2020,1,10,05:00,UTC,7,1010.6,0,97,0,0,-2.3,-2.7,17380,269,3.1,2.6
2020,1,10,06:00,UTC,7,1010.8,0,97,0,0,-2.4,-2.8,16760,292,1.5,1
2020,1,10,07:00,UTC,8,1011.5,0,96,0,0,-1.8,-2.4,17120,349,2.5,1.3
2020,1,10,08:00,UTC,7,1012,0,95,0,0,-1.8,-2.6,17180,303,2.7,1.7
2020,1,10,09:00,UTC,1,1012.2,0,94,0,0,-1.7,-2.5,16740,336,3.2,2.3
2020,1,10,10:00,UTC,0,1012.5,0,90,0,0,-0.5,-2,16990,359,2.9,1.7
2020,1,10,11:00,UTC,0,1012.6,0,84,0,0,0.2,-2.2,17480,330,2.6,1.2
2020,1,10,12:00,UTC,0,1012.5,0,80,0,0,0.6,-2.5,16790,352,4.7,3.4
2020,1,10,13:00,UTC,0,1012.8,0,83,0,0,0,-2.5,15790,345,3.6,2.3
2020,1,10,14:00,UTC,0,1013.6,0,89,0,0,-1,-2.6,14320,329,3.7,2.5
2020,1,10,15:00,UTC,0,1013.6,0,93,0,0,-1.9,-2.8,12750,334,2.3,1.6
2020,1,10,16:00,UTC,0,1013.8,0,95,0,0,-2.7,-3.4,11280,327,3.5,2.7
2020,1,10,17:00,UTC,0,1014.1,0,96,0,0,-3.3,-3.8,11070,342,2.6,1.9
2020,1,10,18:00,UTC,0,1014.7,0,97,0,0,-3.1,-3.6,11170,322,2.2,1.4
2020,1,10,19:00,UTC,0,1015.1,0,96,0,0,-3.6,-4.2,11970,269,3.5,2.7
2020,1,10,20:00,UTC,0,1015.2,0,95,0,0,-3.6,-4.3,12410,270,3.3,2.5
2020,1,10,21:00,UTC,0,1015.3,0,96,0,0,-4,-4.6,12110,277,3.8,2.8
2020,1,10,22:00,UTC,0,1015.5,0,94,0,0,-4.3,-5.1,13250,302,4.3,3.4
2020,1,10,23:00,UTC,0,1015.9,0,94,0,0,-4.6,-5.4,14420,289,3.5,3.1
2020,1,11,00:00,UTC,0,1016.4,0,91,0,0,-4.7,-5.9,14420,292,4.8,4.1
2020,1,11,01:00,UTC,0,1016.9,0,85,0,0,-3.5,-5.7,19550,256,5.7,4.5
2020,1,11,02:00,UTC,5,1017.1,0,83,0,0,-2.9,-5.4,21250,250,6,5
2020,1,11,03:00,UTC,3,1016.8,0,84,0,0,-3.3,-5.5,22320,250,6,5.1
2020,1,11,04:00,UTC,0,1017.3,0,84,0,0,-3.1,-5.4,21180,251,6.5,5.1
2020,1,11,05:00,UTC,0,1017.6,0,84,0,0,-3,-5.3,21440,248,6.3,4.4
2020,1,11,06:00,UTC,0,1017.7,0,87,0,0,-3.1,-5,19940,249,6.1,4.6
2020,1,11,07:00,UTC,1,1017.8,0,90,0,0,-2.6,-4.1,17780,228,5.3,4
2020,1,11,08:00,UTC,0,1017.8,0,91,0,0,-2,-3.3,15510,219,6.6,4.8
2020,1,11,09:00,UTC,0,1017.6,0,89,0,0,-0.3,-2,16870,219,8,5.3
2020,1,11,10:00,UTC,0,1017.1,0,90,0,0,0.4,-1.1,16680,222,7.9,5
2020,1,11,11:00,UTC,1,1016.9,0,81,0,0,1.6,-1.3,26580,224,8.6,6.2
2020,1,11,12:00,UTC,1,1016.8,0,79,0,0,1.9,-1.3,30310,227,6.7,4.5
2020,1,11,13:00,UTC,7,1016.1,0,83,0,0,2,-0.6,31310,217,7.5,5.2
2020,1,11,14:00,UTC,7,1015.3,0.1,83,0.7,0,2.8,0.2,23360,213,9.5,6.2
2020,1,11,15:00,UTC,7,1013.9,0.2,82,0,0,3.4,0.6,23950,208,14.4,9.4
2020,1,11,16:00,UTC,7,1013.3,0,86,0,0,3.2,1,24500,206,14.7,9.2
2020,1,11,17:00,UTC,7,1011.3,0,86,0,0,3,0.8,23730,197,17,10.7
2020,1,11,18:00,UTC,7,1009.7,0.1,87,0,0,3,1.1,21750,201,16.9,10.4
2020,1,11,19:00,UTC,7,1008,0,85,0,0,3.3,1,17720,207,16.7,11.6
2020,1,11,20:00,UTC,7,1006.6,0.5,93,0.8,0,2.8,1.8,7850,210,21.3,13.6
2020,1,11,21:00,UTC,7,1004.9,0.6,94,0.3,0,3,2.2,12980,207,21.1,11.8
2020,1,11,22:00,UTC,7,1003.7,0.6,94,0.6,0,3.4,2.5,8330,212,19.6,12.9
2020,1,11,23:00,UTC,7,1002.5,1,94,0.7,0,3.9,3.1,10550,215,19,11
2020,1,12,00:00,UTC,7,1001.1,1.2,95,1.6,0,4.4,3.7,6310,220,18.3,11.5
2020,1,12,01:00,UTC,7,1000.4,2.7,93,1.3,0,4.6,3.6,9530,221,20,12.8
