"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Sademäärä [mm]","Lumensyvyys [cm]"
"Kokkola Santahaka","2008","3","1","02:00","-1","-"
"Kokkola Santahaka","2008","3","2","02:00","-1","-"
"Kokkola Santahaka","2008","3","3","02:00","7.4","-"
"Kokkola Santahaka","2008","3","4","02:00","0.6","-"
"Kokkola Santahaka","2008","3","5","02:00","0.5","-"
"Kokkola Santahaka","2008","3","6","02:00","2.1","-"
"Kokkola Santahaka","2008","3","7","02:00","0.3","-"
"Kokkola Santahaka","2008","3","8","02:00","0.9","-"
"Kokkola Santahaka","2008","3","9","02:00","5.3","-"
"Kokkola Santahaka","2008","3","10","02:00","7.2","-"
"Kokkola Santahaka","2008","3","11","02:00","2.3","-"
"Kokkola Santahaka","2008","3","12","02:00","-1","-"
"Kokkola Santahaka","2008","3","13","02:00","0.4","-"
"Kokkola Santahaka","2008","3","14","02:00","-1","-"
"Kokkola Santahaka","2008","3","15","02:00","-1","-"
"Kokkola Santahaka","2008","3","16","02:00","-1","-"
"Kokkola Santahaka","2008","3","17","02:00","2.2","-"
"Kokkola Santahaka","2008","3","18","02:00","-1","-"
"Kokkola Santahaka","2008","3","19","02:00","0.7","-"
"Kokkola Santahaka","2008","3","20","02:00","0.2","-"
"Kokkola Santahaka","2008","3","21","02:00","-1","-"
"Kokkola Santahaka","2008","3","22","02:00","0.3","-"
"Kokkola Santahaka","2008","3","23","02:00","-1","-"
"Kokkola Santahaka","2008","3","24","02:00","-1","-"
"Kokkola Santahaka","2008","3","25","02:00","-1","-"
"Kokkola Santahaka","2008","3","26","02:00","2.9","-"
"Kokkola Santahaka","2008","3","27","02:00","1.2","-"
"Kokkola Santahaka","2008","3","28","02:00","-1","-"
"Kokkola Santahaka","2008","3","29","02:00","-1","-"
"Kokkola Santahaka","2008","3","30","02:00","0.3","-"
"Kokkola Santahaka","2008","3","31","03:00","-1","-"
"Kokkola Santahaka","2008","4","1","03:00","-1","-"
"Kokkola Santahaka","2008","4","2","03:00","-1","-"
"Kokkola Santahaka","2008","4","3","03:00","-1","-"
"Kokkola Santahaka","2008","4","4","03:00","0.8","-"
"Kokkola Santahaka","2008","4","5","03:00","0.6","-"
"Kokkola Santahaka","2008","4","6","03:00","1.6","-"
"Kokkola Santahaka","2008","4","7","03:00","5.8","-"
"Kokkola Santahaka","2008","4","8","03:00","3.5","-"
"Kokkola Santahaka","2008","4","9","03:00","3.2","-"
"Kokkola Santahaka","2008","4","10","03:00","0.9","-"
"Kokkola Santahaka","2008","4","11","03:00","-1","-"
"Kokkola Santahaka","2008","4","12","03:00","-1","-"
"Kokkola Santahaka","2008","4","13","03:00","14.9","-"
"Kokkola Santahaka","2008","4","14","03:00","0.1","-"
"Kokkola Santahaka","2008","4","15","03:00","-1","-"
"Kokkola Santahaka","2008","4","16","03:00","-1","-"
"Kokkola Santahaka","2008","4","17","03:00","-1","-"
"Kokkola Santahaka","2008","4","18","03:00","-1","-"
"Kokkola Santahaka","2008","4","19","03:00","-1","-"
"Kokkola Santahaka","2008","4","20","03:00","-1","-"
"Kokkola Santahaka","2008","4","21","03:00","-1","-"
"Kokkola Santahaka","2008","4","22","03:00","-1","-"
"Kokkola Santahaka","2008","4","23","03:00","-1","-"
"Kokkola Santahaka","2008","4","24","03:00","-1","-"
"Kokkola Santahaka","2008","4","25","03:00","-1","-"
"Kokkola Santahaka","2008","4","26","03:00","-1","-"
"Kokkola Santahaka","2008","4","27","03:00","0.7","-"
"Kokkola Santahaka","2008","4","28","03:00","-1","-"
"Kokkola Santahaka","2008","4","29","03:00","-1","-"
"Kokkola Santahaka","2008","4","30","03:00","-1","-"
"Kokkola Santahaka","2008","5","1","03:00","-1","-"
"Kokkola Santahaka","2008","5","2","03:00","0.2","-"
"Kokkola Santahaka","2008","5","3","03:00","-1","-"
"Kokkola Santahaka","2008","5","4","03:00","1.8","-"
"Kokkola Santahaka","2008","5","5","03:00","3.9","-"
"Kokkola Santahaka","2008","5","6","03:00","2.1","-"
"Kokkola Santahaka","2008","5","7","03:00","0.2","-"
"Kokkola Santahaka","2008","5","8","03:00","-1","-"
"Kokkola Santahaka","2008","5","9","03:00","-1","-"
"Kokkola Santahaka","2008","5","10","03:00","-1","-"
"Kokkola Santahaka","2008","5","11","03:00","1.9","-"
"Kokkola Santahaka","2008","5","12","03:00","-1","-"
"Kokkola Santahaka","2008","5","13","03:00","-1","-"
"Kokkola Santahaka","2008","5","14","03:00","-1","-"
"Kokkola Santahaka","2008","5","15","03:00","0.2","-"
"Kokkola Santahaka","2008","5","16","03:00","-1","-"
"Kokkola Santahaka","2008","5","17","03:00","-1","-"
"Kokkola Santahaka","2008","5","18","03:00","-1","-"
"Kokkola Santahaka","2008","5","19","03:00","-1","-"
"Kokkola Santahaka","2008","5","20","03:00","-1","-"
"Kokkola Santahaka","2008","5","21","03:00","-1","-"
"Kokkola Santahaka","2008","5","22","03:00","-1","-"
"Kokkola Santahaka","2008","5","23","03:00","-1","-"
"Kokkola Santahaka","2008","5","24","03:00","-1","-"
"Kokkola Santahaka","2008","5","25","03:00","-1","-"
"Kokkola Santahaka","2008","5","26","03:00","-1","-"
"Kokkola Santahaka","2008","5","27","03:00","-1","-"
"Kokkola Santahaka","2008","5","28","03:00","-1","-"
"Kokkola Santahaka","2008","5","29","03:00","-1","-"
"Kokkola Santahaka","2008","5","30","03:00","-1","-"
"Kokkola Santahaka","2008","5","31","03:00","-1","-"
"Kokkola Santahaka","2008","6","1","03:00","-1","-"
"Kokkola Santahaka","2008","6","2","03:00","-1","-"
"Kokkola Santahaka","2008","6","3","03:00","-1","-"
"Kokkola Santahaka","2008","6","4","03:00","-1","-"
"Kokkola Santahaka","2008","6","5","03:00","-1","-"
"Kokkola Santahaka","2008","6","6","03:00","-1","-"
"Kokkola Santahaka","2008","6","7","03:00","-1","-"
"Kokkola Santahaka","2008","6","8","03:00","0.2","-"
"Kokkola Santahaka","2008","6","9","03:00","0.8","-"
"Kokkola Santahaka","2008","6","10","03:00","9.8","-"
"Kokkola Santahaka","2008","6","11","03:00","-1","-"
"Kokkola Santahaka","2008","6","12","03:00","4","-"
"Kokkola Santahaka","2008","6","13","03:00","0.2","-"
"Kokkola Santahaka","2008","6","14","03:00","0.1","-"
"Kokkola Santahaka","2008","6","15","03:00","-1","-"
"Kokkola Santahaka","2008","6","16","03:00","-1","-"
"Kokkola Santahaka","2008","6","17","03:00","5.9","-"
"Kokkola Santahaka","2008","6","18","03:00","5","-"
"Kokkola Santahaka","2008","6","19","03:00","-1","-"
"Kokkola Santahaka","2008","6","20","03:00","0.3","-"
"Kokkola Santahaka","2008","6","21","03:00","11.6","-"
"Kokkola Santahaka","2008","6","22","03:00","0.4","-"
"Kokkola Santahaka","2008","6","23","03:00","11.7","-"
"Kokkola Santahaka","2008","6","24","03:00","1.8","-"
"Kokkola Santahaka","2008","6","25","03:00","0.9","-"
"Kokkola Santahaka","2008","6","26","03:00","2.4","-"
"Kokkola Santahaka","2008","6","27","03:00","-1","-"
"Kokkola Santahaka","2008","6","28","03:00","-1","-"
"Kokkola Santahaka","2008","6","29","03:00","2.5","-"
"Kokkola Santahaka","2008","6","30","03:00","5.4","-"
"Kokkola Santahaka","2008","7","1","03:00","2.1","-"
"Kokkola Santahaka","2008","7","2","03:00","-1","-"
"Kokkola Santahaka","2008","7","3","03:00","-1","-"
"Kokkola Santahaka","2008","7","4","03:00","0.4","-"
"Kokkola Santahaka","2008","7","5","03:00","1.1","-"
"Kokkola Santahaka","2008","7","6","03:00","0.8","-"
"Kokkola Santahaka","2008","7","7","03:00","-1","-"
"Kokkola Santahaka","2008","7","9","03:00","2.9","-"
"Kokkola Santahaka","2008","7","10","03:00","-1","-1"
"Kokkola Santahaka","2008","7","11","03:00","13.3","-1"
"Kokkola Santahaka","2008","7","12","03:00","4.1","-1"
"Kokkola Santahaka","2008","7","13","03:00","0.2","-1"
"Kokkola Santahaka","2008","7","14","03:00","-1","-1"
"Kokkola Santahaka","2008","7","15","03:00","4.7","-1"
"Kokkola Santahaka","2008","7","16","03:00","-1","-1"
"Kokkola Santahaka","2008","7","17","03:00","6.4","-1"
"Kokkola Santahaka","2008","7","18","03:00","2","-1"
"Kokkola Santahaka","2008","7","19","03:00","-1","-1"
"Kokkola Santahaka","2008","7","20","03:00","25.3","-1"
"Kokkola Santahaka","2008","7","21","03:00","14.7","-1"
"Kokkola Santahaka","2008","7","22","03:00","10.4","-1"
"Kokkola Santahaka","2008","7","23","03:00","-1","-1"
"Kokkola Santahaka","2008","7","24","03:00","-1","-1"
"Kokkola Santahaka","2008","7","25","03:00","-1","-1"
"Kokkola Santahaka","2008","7","26","03:00","-1","-1"
"Kokkola Santahaka","2008","7","27","03:00","-1","-1"
"Kokkola Santahaka","2008","7","28","03:00","-1","-1"
"Kokkola Santahaka","2008","7","29","03:00","-1","-1"
"Kokkola Santahaka","2008","7","30","03:00","-1","-1"
"Kokkola Santahaka","2008","7","31","03:00","3.5","-1"
"Kokkola Santahaka","2008","8","1","03:00","-1","-1"
"Kokkola Santahaka","2008","8","2","03:00","-1","-1"
"Kokkola Santahaka","2008","8","3","03:00","-1","-1"
"Kokkola Santahaka","2008","8","4","03:00","-1","-1"
"Kokkola Santahaka","2008","8","5","03:00","-1","-1"
"Kokkola Santahaka","2008","8","6","03:00","-1","-1"
"Kokkola Santahaka","2008","8","7","03:00","0.2","-1"
"Kokkola Santahaka","2008","8","8","03:00","1.8","-1"
"Kokkola Santahaka","2008","8","9","03:00","-1","-1"
"Kokkola Santahaka","2008","8","10","03:00","-1","-1"
"Kokkola Santahaka","2008","8","11","03:00","2.7","-1"
"Kokkola Santahaka","2008","8","12","03:00","-1","-1"
"Kokkola Santahaka","2008","8","13","03:00","7","-1"
"Kokkola Santahaka","2008","8","14","03:00","4.1","-1"
"Kokkola Santahaka","2008","8","15","03:00","-1","-1"
"Kokkola Santahaka","2008","8","16","03:00","0.4","-1"
"Kokkola Santahaka","2008","8","17","03:00","7.3","-1"
"Kokkola Santahaka","2008","8","18","03:00","10","-1"
"Kokkola Santahaka","2008","8","19","03:00","7.4","-1"
"Kokkola Santahaka","2008","8","20","03:00","0.8","-1"
"Kokkola Santahaka","2008","8","21","03:00","0.7","-1"
"Kokkola Santahaka","2008","8","22","03:00","1","-1"
"Kokkola Santahaka","2008","8","23","03:00","-1","-1"
"Kokkola Santahaka","2008","8","24","03:00","0.1","-1"
"Kokkola Santahaka","2008","8","25","03:00","-1","-1"
"Kokkola Santahaka","2008","8","26","03:00","-1","-1"
"Kokkola Santahaka","2008","8","27","03:00","-1","-1"
"Kokkola Santahaka","2008","8","28","03:00","-1","-1"
"Kokkola Santahaka","2008","8","29","03:00","0.1","-1"
"Kokkola Santahaka","2008","8","30","03:00","-1","-1"
"Kokkola Santahaka","2008","8","31","03:00","-1","-1"
"Kokkola Santahaka","2008","9","1","03:00","1.8","-1"
"Kokkola Santahaka","2008","9","2","03:00","-1","-1"
"Kokkola Santahaka","2008","9","3","03:00","3.1","-1"
"Kokkola Santahaka","2008","9","4","03:00","-1","-1"
"Kokkola Santahaka","2008","9","5","03:00","3.9","-1"
"Kokkola Santahaka","2008","9","6","03:00","-1","-1"
"Kokkola Santahaka","2008","9","7","03:00","-1","-1"
"Kokkola Santahaka","2008","9","8","03:00","-1","-1"
"Kokkola Santahaka","2008","9","9","03:00","-1","-1"
"Kokkola Santahaka","2008","9","10","03:00","-1","-1"
"Kokkola Santahaka","2008","9","11","03:00","-1","-1"
"Kokkola Santahaka","2008","9","12","03:00","-1","-1"
"Kokkola Santahaka","2008","9","13","03:00","-1","-1"
"Kokkola Santahaka","2008","9","14","03:00","-1","-1"
"Kokkola Santahaka","2008","9","15","03:00","-1","-1"
"Kokkola Santahaka","2008","9","16","03:00","-1","-1"
"Kokkola Santahaka","2008","9","17","03:00","-1","-1"
"Kokkola Santahaka","2008","9","18","03:00","0.5","-1"
"Kokkola Santahaka","2008","9","19","03:00","2.5","-1"
"Kokkola Santahaka","2008","9","20","03:00","1","-1"
"Kokkola Santahaka","2008","9","21","03:00","-1","-1"
"Kokkola Santahaka","2008","9","22","03:00","-1","-1"
"Kokkola Santahaka","2008","9","23","03:00","-1","-1"
"Kokkola Santahaka","2008","9","24","03:00","-1","-1"
"Kokkola Santahaka","2008","9","25","03:00","0.2","-1"
"Kokkola Santahaka","2008","9","26","03:00","-1","-1"
"Kokkola Santahaka","2008","9","27","03:00","0.3","-1"
"Kokkola Santahaka","2008","9","28","03:00","0.2","-1"
"Kokkola Santahaka","2008","9","29","03:00","-1","-1"
"Kokkola Santahaka","2008","9","30","03:00","-1","-1"
"Kokkola Santahaka","2008","10","1","03:00","4.5","-1"
"Kokkola Santahaka","2008","10","2","03:00","1.9","-1"
"Kokkola Santahaka","2008","10","3","03:00","0.5","-1"
"Kokkola Santahaka","2008","10","4","03:00","-1","-1"
"Kokkola Santahaka","2008","10","5","03:00","7.4","-1"
"Kokkola Santahaka","2008","10","6","03:00","1","-1"
"Kokkola Santahaka","2008","10","7","03:00","-1","-1"
"Kokkola Santahaka","2008","10","8","03:00","-1","-1"
"Kokkola Santahaka","2008","10","9","03:00","10.7","-1"
"Kokkola Santahaka","2008","10","10","03:00","-1","-1"
"Kokkola Santahaka","2008","10","11","03:00","4.3","-1"
"Kokkola Santahaka","2008","10","12","03:00","-1","-1"
"Kokkola Santahaka","2008","10","13","03:00","1.3","-1"
"Kokkola Santahaka","2008","10","14","03:00","-1","-1"
"Kokkola Santahaka","2008","10","15","03:00","-1","-1"
"Kokkola Santahaka","2008","10","16","03:00","20.5","-1"
"Kokkola Santahaka","2008","10","17","03:00","2.6","-1"
"Kokkola Santahaka","2008","10","18","03:00","-1","-1"
"Kokkola Santahaka","2008","10","19","03:00","-1","-1"
"Kokkola Santahaka","2008","10","20","03:00","0.8","-1"
"Kokkola Santahaka","2008","10","21","03:00","0.8","-1"
"Kokkola Santahaka","2008","10","22","03:00","-1","-1"
"Kokkola Santahaka","2008","10","23","03:00","1.3","-1"
"Kokkola Santahaka","2008","10","24","03:00","3.4","-1"
"Kokkola Santahaka","2008","10","25","03:00","6.3","-1"
"Kokkola Santahaka","2008","10","26","03:00","0.4","-1"
"Kokkola Santahaka","2008","10","27","02:00","1.8","-1"
"Kokkola Santahaka","2008","10","28","02:00","0.2","-1"
"Kokkola Santahaka","2008","10","29","02:00","-1","-1"
"Kokkola Santahaka","2008","10","30","02:00","-1","-1"
"Kokkola Santahaka","2008","10","31","02:00","14.9","-1"
"Kokkola Santahaka","2008","11","1","02:00","0.4","2"
"Kokkola Santahaka","2008","11","2","02:00","-1","0"
"Kokkola Santahaka","2008","11","3","02:00","0.5","0"
"Kokkola Santahaka","2008","11","4","02:00","-1","-1"
"Kokkola Santahaka","2008","11","5","02:00","-1","-1"
"Kokkola Santahaka","2008","11","6","02:00","-1","-1"
"Kokkola Santahaka","2008","11","7","02:00","-1","-1"
"Kokkola Santahaka","2008","11","8","02:00","0.4","-1"
"Kokkola Santahaka","2008","11","9","02:00","6","-1"
"Kokkola Santahaka","2008","11","10","02:00","2.5","-1"
"Kokkola Santahaka","2008","11","11","02:00","-1","-1"
"Kokkola Santahaka","2008","11","12","02:00","-1","-1"
"Kokkola Santahaka","2008","11","13","02:00","0.7","-1"
"Kokkola Santahaka","2008","11","14","02:00","2.8","-1"
"Kokkola Santahaka","2008","11","15","02:00","4.4","-1"
"Kokkola Santahaka","2008","11","16","02:00","2.7","2"
"Kokkola Santahaka","2008","11","17","02:00","5.8","3"
"Kokkola Santahaka","2008","11","18","02:00","4","5"
"Kokkola Santahaka","2008","11","19","02:00","-1","-1"
"Kokkola Santahaka","2008","11","20","02:00","-1","-1"
"Kokkola Santahaka","2008","11","21","02:00","0.5","-1"
"Kokkola Santahaka","2008","11","22","02:00","-1","-1"
"Kokkola Santahaka","2008","11","23","02:00","6.2","-1"
"Kokkola Santahaka","2008","11","24","02:00","0.3","-1"
"Kokkola Santahaka","2008","11","25","02:00","0.1","3"
"Kokkola Santahaka","2008","11","26","02:00","3","2"
"Kokkola Santahaka","2008","11","27","02:00","6.2","6"
"Kokkola Santahaka","2008","11","28","02:00","-1","5"
"Kokkola Santahaka","2008","11","29","02:00","-1","5"
"Kokkola Santahaka","2008","11","30","02:00","4.6","3"
"Kokkola Santahaka","2008","12","1","02:00","1","3"
"Kokkola Santahaka","2008","12","2","02:00","0.6","3"
"Kokkola Santahaka","2008","12","3","02:00","1.3","0"
"Kokkola Santahaka","2008","12","4","02:00","2.3","0"
"Kokkola Santahaka","2008","12","5","02:00","-1","2"
"Kokkola Santahaka","2008","12","6","02:00","-1","2"
"Kokkola Santahaka","2008","12","7","02:00","-1","2"
"Kokkola Santahaka","2008","12","8","02:00","4.3","2"
"Kokkola Santahaka","2008","12","9","02:00","1.2","3"
"Kokkola Santahaka","2008","12","10","02:00","1","4"
"Kokkola Santahaka","2008","12","11","02:00","0.2","5"
"Kokkola Santahaka","2008","12","12","02:00","3.5","5"
"Kokkola Santahaka","2008","12","13","02:00","0.3","7"
"Kokkola Santahaka","2008","12","14","02:00","-1","5"
"Kokkola Santahaka","2008","12","15","02:00","-1","5"
"Kokkola Santahaka","2008","12","16","02:00","-1","5"
"Kokkola Santahaka","2008","12","17","02:00","2.6","5"
"Kokkola Santahaka","2008","12","18","02:00","0.5","9"
"Kokkola Santahaka","2008","12","19","02:00","8","0"
"Kokkola Santahaka","2008","12","20","02:00","0.9","0"
"Kokkola Santahaka","2008","12","21","02:00","0.6","2"
"Kokkola Santahaka","2008","12","22","02:00","2.9","0"
"Kokkola Santahaka","2008","12","23","02:00","-1","3"
"Kokkola Santahaka","2008","12","24","02:00","0.1","3"
"Kokkola Santahaka","2008","12","25","02:00","-1","3"
"Kokkola Santahaka","2008","12","26","02:00","-1","3"
"Kokkola Santahaka","2008","12","27","02:00","-1","3"
"Kokkola Santahaka","2008","12","28","02:00","-1","3"
"Kokkola Santahaka","2008","12","29","02:00","-1","3"
"Kokkola Santahaka","2008","12","30","02:00","-1","3"
"Kokkola Santahaka","2008","12","31","02:00","-1","3"
"Kokkola Santahaka","2009","1","1","02:00","-1","3"
"Kokkola Santahaka","2009","1","2","02:00","0.2","3"
"Kokkola Santahaka","2009","1","3","02:00","1","3"
"Kokkola Santahaka","2009","1","4","02:00","1.3","4"
"Kokkola Santahaka","2009","1","5","02:00","3.2","5"
"Kokkola Santahaka","2009","1","6","02:00","0.8","7"
"Kokkola Santahaka","2009","1","7","02:00","0.1","8"
"Kokkola Santahaka","2009","1","8","02:00","1.2","8"
"Kokkola Santahaka","2009","1","9","02:00","-1","9"
"Kokkola Santahaka","2009","1","10","02:00","-1","9"
"Kokkola Santahaka","2009","1","11","02:00","1.1","9"
"Kokkola Santahaka","2009","1","12","02:00","0.6","3"
"Kokkola Santahaka","2009","1","13","02:00","1.8","0"
"Kokkola Santahaka","2009","1","14","02:00","0.4","3"
"Kokkola Santahaka","2009","1","15","02:00","-1","4"
"Kokkola Santahaka","2009","1","16","02:00","-1","4"
"Kokkola Santahaka","2009","1","17","02:00","-1","4"
"Kokkola Santahaka","2009","1","18","02:00","1.7","4"
"Kokkola Santahaka","2009","1","19","02:00","0.4","6"
"Kokkola Santahaka","2009","1","20","02:00","0.8","7"
"Kokkola Santahaka","2009","1","21","02:00","0.2","8"
"Kokkola Santahaka","2009","1","22","02:00","1.1","7"
"Kokkola Santahaka","2009","1","23","02:00","0.7","8"
"Kokkola Santahaka","2009","1","24","02:00","-1","9"
"Kokkola Santahaka","2009","1","25","02:00","-1","8"
"Kokkola Santahaka","2009","1","26","02:00","-1","8"
"Kokkola Santahaka","2009","1","27","02:00","-1","8"
"Kokkola Santahaka","2009","1","28","02:00","0.2","8"
"Kokkola Santahaka","2009","1","29","02:00","-1","8"
"Kokkola Santahaka","2009","1","30","02:00","-1","8"
"Kokkola Santahaka","2009","1","31","02:00","-1","8"
"Kokkola Santahaka","2009","2","1","02:00","-1","8"
"Kokkola Santahaka","2009","2","2","02:00","-1","8"
"Kokkola Santahaka","2009","2","3","02:00","-1","8"
"Kokkola Santahaka","2009","2","4","02:00","3.9","8"
"Kokkola Santahaka","2009","2","5","02:00","8.3","12"
"Kokkola Santahaka","2009","2","6","02:00","1.6","20"
"Kokkola Santahaka","2009","2","7","02:00","0.8","20"
"Kokkola Santahaka","2009","2","8","02:00","5.5","20"
"Kokkola Santahaka","2009","2","9","02:00","1.2","22"
"Kokkola Santahaka","2009","2","10","02:00","-1","23"
"Kokkola Santahaka","2009","2","11","02:00","-1","22"
"Kokkola Santahaka","2009","2","12","02:00","-1","20"
"Kokkola Santahaka","2009","2","13","02:00","-1","20"
"Kokkola Santahaka","2009","2","14","02:00","0.5","20"
"Kokkola Santahaka","2009","2","15","02:00","-1","20"
"Kokkola Santahaka","2009","2","16","02:00","-1","20"
"Kokkola Santahaka","2009","2","17","02:00","-1","20"
"Kokkola Santahaka","2009","2","18","02:00","-1","22"
"Kokkola Santahaka","2009","2","19","02:00","2","19"
"Kokkola Santahaka","2009","2","20","02:00","-1","20"
"Kokkola Santahaka","2009","2","21","02:00","-1","23"
"Kokkola Santahaka","2009","2","22","02:00","1.6","22"
"Kokkola Santahaka","2009","2","23","02:00","1.3","26"
"Kokkola Santahaka","2009","2","24","02:00","-1","25"
"Kokkola Santahaka","2009","2","25","02:00","-1","25"
"Kokkola Santahaka","2009","2","26","02:00","-1","24"
"Kokkola Santahaka","2009","2","27","02:00","0.6","23"
"Kokkola Santahaka","2009","2","28","02:00","0.1","23"
"Kokkola Santahaka","2009","3","1","02:00","0.2","24"
"Kokkola Santahaka","2009","3","2","02:00","1.8","24"
"Kokkola Santahaka","2009","3","3","02:00","-1","24"
"Kokkola Santahaka","2009","3","4","02:00","0.6","24"
"Kokkola Santahaka","2009","3","5","02:00","0.4","24"
"Kokkola Santahaka","2009","3","6","02:00","-1","24"
"Kokkola Santahaka","2009","3","7","02:00","-1","23"
"Kokkola Santahaka","2009","3","8","02:00","-1","23"
"Kokkola Santahaka","2009","3","9","02:00","0.4","23"
"Kokkola Santahaka","2009","3","10","02:00","1.1","23"
"Kokkola Santahaka","2009","3","11","02:00","-1","24"
"Kokkola Santahaka","2009","3","12","02:00","-1","24"
"Kokkola Santahaka","2009","3","13","02:00","-1","24"
"Kokkola Santahaka","2009","3","14","02:00","0.2","23"
"Kokkola Santahaka","2009","3","15","02:00","-1","22"
"Kokkola Santahaka","2009","3","16","02:00","2.2","19"
"Kokkola Santahaka","2009","3","17","02:00","-1","20"
"Kokkola Santahaka","2009","3","18","02:00","-1","19"
"Kokkola Santahaka","2009","3","19","02:00","0.9","19"
"Kokkola Santahaka","2009","3","20","02:00","-1","18"
"Kokkola Santahaka","2009","3","21","02:00","-1","16"
"Kokkola Santahaka","2009","3","22","02:00","-1","16"
"Kokkola Santahaka","2009","3","23","02:00","-1","16"
"Kokkola Santahaka","2009","3","24","02:00","-1","16"
"Kokkola Santahaka","2009","3","25","02:00","-1","16"
"Kokkola Santahaka","2009","3","26","02:00","-1","16"
"Kokkola Santahaka","2009","3","27","02:00","0.2","16"
"Kokkola Santahaka","2009","3","28","02:00","3.1","17"
"Kokkola Santahaka","2009","3","29","02:00","2.9","20"
"Kokkola Santahaka","2009","3","30","03:00","2.8","20"
"Kokkola Santahaka","2009","3","31","03:00","-1","19"
"Kokkola Santahaka","2009","4","1","03:00","-1","17"
"Kokkola Santahaka","2009","4","2","03:00","9.1","16"
"Kokkola Santahaka","2009","4","3","03:00","-1","14"
"Kokkola Santahaka","2009","4","4","03:00","1.4","13"
"Kokkola Santahaka","2009","4","5","03:00","-1","13"
"Kokkola Santahaka","2009","4","6","03:00","-1","12"
"Kokkola Santahaka","2009","4","7","03:00","-1","10"
"Kokkola Santahaka","2009","4","8","03:00","-1","8"
"Kokkola Santahaka","2009","4","9","03:00","5","5"
"Kokkola Santahaka","2009","4","10","03:00","1.8","7"
"Kokkola Santahaka","2009","4","11","03:00","-1","5"
"Kokkola Santahaka","2009","4","12","03:00","0.7","3"
"Kokkola Santahaka","2009","4","13","03:00","2","-1"
"Kokkola Santahaka","2009","4","14","03:00","-1","-1"
